geneId	gene	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h	seqnames_6h	start_6h	end_6h	width_6h	strand_6h	V4_6h	V5_6h	V6_6h	V7_6h	V8_6h	V9_6h	V10_6h	annotation_6h	geneChr_6h	geneStart_6h	geneEnd_6h	geneLength_6h	geneStrand_6h	transcriptId_6h	distanceToTSS_6h	external_gene_name_6h
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77259395	77259663	269	*	KOS_4h_peak_722	110	.	8.97354	16.17368	11.00259	105	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	5655	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77252919	77253056	138	*	KOS_4h_peak_720	426	.	12.39444	49.86475	42.69783	94	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-684	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77252763	77252814	52	*	KOS_4h_peak_719	27	.	5.26215	7.0758	2.71293	6	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-926	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77259395	77259663	269	*	KOS_4h_peak_722	110	.	8.97354	16.17368	11.00259	105	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	5655	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77259395	77259663	269	*	KOS_4h_peak_722	110	.	8.97354	16.17368	11.00259	105	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	5655	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77258553	77259324	772	*	KOS_4h_peak_721	394	.	11.79471	46.31432	39.42191	89	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4813	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77252763	77252814	52	*	KOS_4h_peak_719	27	.	5.26215	7.0758	2.71293	6	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-926	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77259395	77259663	269	*	KOS_4h_peak_722	110	.	8.97354	16.17368	11.00259	105	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	5655	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77252919	77253056	138	*	KOS_4h_peak_720	426	.	12.39444	49.86475	42.69783	94	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-684	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77258553	77259324	772	*	KOS_4h_peak_721	394	.	11.79471	46.31432	39.42191	89	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4813	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77252919	77253056	138	*	KOS_4h_peak_720	426	.	12.39444	49.86475	42.69783	94	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-684	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77252919	77253056	138	*	KOS_4h_peak_720	426	.	12.39444	49.86475	42.69783	94	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-684	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77258429	77259854	1426	*	KOS_2h_peak_7633	811	.	17.13638	86.69401	81.10481	254	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4689	GALR1	18	77258553	77259324	772	*	KOS_4h_peak_721	394	.	11.79471	46.31432	39.42191	89	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4813	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77258553	77259324	772	*	KOS_4h_peak_721	394	.	11.79471	46.31432	39.42191	89	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4813	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77252763	77252814	52	*	KOS_4h_peak_719	27	.	5.26215	7.0758	2.71293	6	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-926	GALR1	18	77252946	77253033	88	*	KOS_6h_peak_19	90	.	7.03078	15.61319	9.08055	59	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-707	GALR1
ENSG00000166573	GALR1	4.21667626758682	4.9501552150574	2.36767982392003	2.09071985369277	0.0365531841984712	NA	GALR1	4.21667626758682	1.97214668881308	2.60348967772216	0.757501251373712	0.448749616466694	NA	GALR1	4.21667626758682	2.30153213850494	3.00320247592914	0.766359297100968	0.443462544589098	NA	GALR1	NA	FALSE	NA	18	77252732	77253126	395	*	KOS_2h_peak_7632	833	.	14.78912	88.96094	83.32051	242	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-614	GALR1	18	77252763	77252814	52	*	KOS_4h_peak_719	27	.	5.26215	7.0758	2.71293	6	Promoter (<=1kb)	18	77253740	77256217	2478	1	ENST00000582943	-926	GALR1	18	77258611	77258664	54	*	KOS_6h_peak_20	84	.	7.66565	14.91909	8.45361	25	Intron (ENST00000299727/ENSG00000166573, intron 2 of 2)	18	77253740	77256217	2478	1	ENST00000582943	4871	GALR1
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132391958	132392979	1022	*	KOS_2h_peak_2295	844	.	22.08563	90.11805	84.44534	622	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4189	PWWP2B	10	132392239	132392816	578	*	KOS_4h_peak_207	125	.	6.39713	17.8287	12.54419	308	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4352	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132391958	132392979	1022	*	KOS_2h_peak_2295	844	.	22.08563	90.11805	84.44534	622	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4189	PWWP2B	10	132392110	132392185	76	*	KOS_4h_peak_206	70	.	7.10915	11.88788	7.00247	50	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4983	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132388932	132389244	313	*	KOS_2h_peak_2294	44	.	4.84708	7.53388	4.44302	87	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-7924	PWWP2B	10	132392239	132392816	578	*	KOS_4h_peak_207	125	.	6.39713	17.8287	12.54419	308	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4352	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132396386	132396667	282	*	KOS_2h_peak_2296	110	.	6.95153	14.56912	11.05188	90	Promoter (<=1kb)	10	132397168	132417528	20361	1	ENST00000631148	-501	PWWP2B	10	132392110	132392185	76	*	KOS_4h_peak_206	70	.	7.10915	11.88788	7.00247	50	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4983	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132397715	132397927	213	*	KOS_2h_peak_2298	28	.	3.79322	5.76061	2.83387	40	Promoter (<=1kb)	10	132397200	132417859	20660	1	ENST00000305233	515	PWWP2B	10	132392110	132392185	76	*	KOS_4h_peak_206	70	.	7.10915	11.88788	7.00247	50	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4983	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132397715	132397927	213	*	KOS_2h_peak_2298	28	.	3.79322	5.76061	2.83387	40	Promoter (<=1kb)	10	132397200	132417859	20660	1	ENST00000305233	515	PWWP2B	10	132392239	132392816	578	*	KOS_4h_peak_207	125	.	6.39713	17.8287	12.54419	308	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4352	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132396386	132396667	282	*	KOS_2h_peak_2296	110	.	6.95153	14.56912	11.05188	90	Promoter (<=1kb)	10	132397168	132417528	20361	1	ENST00000631148	-501	PWWP2B	10	132392239	132392816	578	*	KOS_4h_peak_207	125	.	6.39713	17.8287	12.54419	308	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4352	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132397149	132397503	355	*	KOS_2h_peak_2297	184	.	8.92441	22.21895	18.4181	181	Promoter (<=1kb)	10	132397168	132417528	20361	1	ENST00000631148	0	PWWP2B	10	132392110	132392185	76	*	KOS_4h_peak_206	70	.	7.10915	11.88788	7.00247	50	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4983	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132388932	132389244	313	*	KOS_2h_peak_2294	44	.	4.84708	7.53388	4.44302	87	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-7924	PWWP2B	10	132392110	132392185	76	*	KOS_4h_peak_206	70	.	7.10915	11.88788	7.00247	50	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4983	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000171813	PWWP2B	532.515722245683	0.0657394706263636	0.235851097533273	0.278732943428806	0.780449778834179	0.971371936424818	PWWP2B	532.515722245683	0.810516047482897	0.282949320226293	2.86452728295892	0.00417632176179934	0.236359314433122	PWWP2B	532.515722245683	0.282405629694382	0.293373485819239	0.962614698822461	0.335740918312678	0.999855349557366	PWWP2B	FALSE	FALSE	FALSE	10	132397149	132397503	355	*	KOS_2h_peak_2297	184	.	8.92441	22.21895	18.4181	181	Promoter (<=1kb)	10	132397168	132417528	20361	1	ENST00000631148	0	PWWP2B	10	132392239	132392816	578	*	KOS_4h_peak_207	125	.	6.39713	17.8287	12.54419	308	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4352	PWWP2B	10	132392537	132392592	56	*	KOS_6h_peak_9	99	.	9.68155	16.55244	9.97346	24	Distal Intergenic	10	132397168	132417528	20361	1	ENST00000631148	-4576	PWWP2B
ENSG00000172965	MIR4435-2HG	2587.10453790893	-0.0925855208388274	0.170529511485534	-0.542929608091214	0.587178269357099	0.938689662606899	MIR4435-2HG	2587.10453790893	-0.00066614449948447	0.208237481627441	-0.00319896540372244	0.997447599247109	0.99964073946831	MIR4435-2HG	2587.10453790893	0.240307267205383	0.211169950876873	1.13798040965354	0.255128662683348	0.999855349557366	MIR4435-2HG	FALSE	FALSE	FALSE	2	111251325	111251788	464	*	KOS_2h_peak_9279	712	.	24.02446	76.57408	71.22248	195	Intron (ENST00000645030/ENSG00000172965, intron 3 of 4)	2	111237004	111239047	2044	2	ENST00000371162	-12278	MIR4435-2HG	2	111251454	111251676	223	*	KOS_4h_peak_868	179	.	12.23731	23.54049	17.93623	88	Intron (ENST00000645030/ENSG00000172965, intron 3 of 4)	2	111237004	111239047	2044	2	ENST00000371162	-12407	MIR4435-2HG	2	111251528	111251620	93	*	KOS_6h_peak_24	23	.	5.54164	7.82102	2.36385	58	Intron (ENST00000645030/ENSG00000172965, intron 3 of 4)	2	111237004	111239047	2044	2	ENST00000371162	-12481	MIR4435-2HG
ENSG00000172965	MIR4435-2HG	2587.10453790893	-0.0925855208388274	0.170529511485534	-0.542929608091214	0.587178269357099	0.938689662606899	MIR4435-2HG	2587.10453790893	-0.00066614449948447	0.208237481627441	-0.00319896540372244	0.997447599247109	0.99964073946831	MIR4435-2HG	2587.10453790893	0.240307267205383	0.211169950876873	1.13798040965354	0.255128662683348	0.999855349557366	MIR4435-2HG	FALSE	FALSE	FALSE	2	111500367	111500768	402	*	KOS_2h_peak_9281	67	.	4.37525	10.01235	6.75001	302	Intron (ENST00000630717/ENSG00000280878, intron 1 of 1)	2	111207772	111495161	287390	2	ENST00000666204	-5206	MIR4435-2HG	2	111251454	111251676	223	*	KOS_4h_peak_868	179	.	12.23731	23.54049	17.93623	88	Intron (ENST00000645030/ENSG00000172965, intron 3 of 4)	2	111237004	111239047	2044	2	ENST00000371162	-12407	MIR4435-2HG	2	111251528	111251620	93	*	KOS_6h_peak_24	23	.	5.54164	7.82102	2.36385	58	Intron (ENST00000645030/ENSG00000172965, intron 3 of 4)	2	111237004	111239047	2044	2	ENST00000371162	-12481	MIR4435-2HG
